er734c: -|-|-|-|-|
NÂº 				de registro: 3561|3562|3563|3564|3565|3566
Horizonte: A2|B/A|B21t|B22cacs|B3ca|Cca
Profundidad 				(cm): 01-08|10-17|22-37|44-57|67-85|95-102
Materia 				orgÃ¡nica (%): 4.54|1.58|1.78|0.62|-|-
N 				(%): 0.27|0.12|0.12|0.04|0.03|0.02
C/N: 10|8|9|9|-|-
T 				                  < 2 Î¼: 29.67|42.27|44.75|50.24|47.80|43.55
E 				                2-20 Î¼: 40.13|37.31|39.74|29.82|29.47|29.12
X 				               2-50 Î¼: 69.85|57.43|55.02|49.52|51.88|56.16
T 				            50-100 Î¼: 0.28|0.21|0.15|0.15|0.20|0.16
U 				          100-250 Î¼: 0.17|0.08|0.07|0.08|0.11|0.11
R 				          250-500 Î¼: 0.00|0.00|0.00|0.00|0.00|0.00
A 				        500-1000 Î¼: 0.03|0.01|0.01|0.01|0.01|0.01
CO3Ca 				(%): N.D|N.D|N.D|N.D|N.D|N.D
pH 				H2O: 5.9|6.1|6.8|6.9|7.1|7.0
pH 				ClK: N.D|N.D|N.D|N.D|N.D|N.D
: -|-|-|-|-|
Capacidad 				de intercambio  catiÃ³nico 				(m.e./100 g) = valor 				T: 33.37|36.67|41.78|45.11|42.88|39.33
d 				    Ca++: 24.78|27.83|29.67|38.69|-|-
C 				  e: -|-|-|-|-|
a 				         Mg++: 1.96|2.82|3.59|3.05|-|-
t 				    c: -|-|-|-|-|
i 				    a     K+: 0.03|0.06|0.13|0.06|0.67|0.09
o 				   m: -|-|-|-|-|
n 				   b    Na+: 4.90|6.90|6.97|6.37|N.D|6.30
e 				   i: -|-|-|-|-|
s 				   o     H+: -|-|-|-|-|-
% 				Na/T: 14.70|18.80|16.70|14.10|N.D|16.00
