107c_inta_castelar: -|-|-|-|
NÂ° 				de registro: -|-|-|-|
Horizonte: O1|A1|IIC1|IIIC2|IVC3
Profundidad 				(cm): -|0-10|15-35|50-65|80-110
Mat. 				orgÃ¡nica (%): -|16.17|1.69|0.23|-
C 				(%): -|9.38|0.98|0.13|-
N 				(%): -|0.365|0.101|-|-
C/N: -|26|10|-|-
T 				                              <2 Âµ: -|58.3|46.0|14.8|16.9
E 				                           2-20 Âµ: -|30.5|40.3|5.5|8.7
X 				                           2-50 Âµ: -|37.7|49.7|23.5|29.8
T 				                         50-74 Âµ: -|2.9|2.6|28.6|29.1
U 				                      74-100 Âµ: -|0.2|1.4|21.3|19.8
R 				                    100-250 Âµ: -|0.8|0.2|11.5|4.3
A 				                    250-500 Âµ: -|0.1|0.1|0.3|0.1
500-1000 Âµ: -|-|-|-|-
1000-2000 Âµ: -|-|-|-|-
: -|-|-|-|
CO3Ca 				(%): -|0|0|0|0
Equivalente 				de humedad (%): -|5.8|32.9|10.6|13.7
Resistencia 				de la pasta (Ohms/cm): -|4814|4348|9007|2097
pH 				en pasta: -|5.8|5.6|6.0|5.5
pH 				en agua (1:2,5): -|5.9|6.3|6.5|4.6
pH 				en KCl (1:2,5): -|4.8|4.8|5.4|4.9
Conductividad 				(mmhos/cm): -|-|-|-|-
Mg++: -|-|-|-|-
Na+: -|0.8|0.8|0.2|0.6
K+: -|0.8|0.3|0.1|0.1
H+: -|31.4|10.0|2.2|3.7
Na+ 				% del valor T: -|2|3|3|8
Suma 				de bases, m.e./100 gr (S): -|22.0|9.2|-|-
C.I.C., 				m.e./100 gr (T): -|51.6|23.5|5.8|7.7
SaturaciÃ³n 				con bases, (%) (S/T): -|43|39|-|-
