er7114c: -|-|-|-|-|
NÂº de registro: 1692|1693|1694|1695|1696|1697
Horizonte: A1|B21t|B22tca|B31ca|B32ca|Cca
Profundidad (cm): 03-12|20-35|40-55|65-80|90-100|110-120
Mat.orgÃ¡nica (%): 7.19|2.82|1.06|0.63|0.28|0.07
N (%): 0.34|0.13|0.05|0.04|0.03|0.02
C/N: 12|13|11|8|5|2
: -|-|-|-|-|
CO3Ca (%): 0.0|0.0|0.51|3.60|10.20|10.05
pH H2O: 6.1|7.3|8.5|8.6|8.8|8.7
pH ClK: 5.2|5.8|6.9|7.0|7.1|7.1
Capacidad de intercambio 				catiÃ³nico (m.e./100 g) =  Valor T: 31.0|46.2|43.2|N.D.|38.6|36.1
: -|-|-|-|-|
d       Ca ++: 17.8|26.7|31.5|35.5|N.D.|N.D.
C     e: -|-|-|-|-|
a              Mg++: 3.4|8.4|8.0|8.6|N.D.|N.D.
t      C: -|-|-|-|-|
i       a       K+: 0.9|0.8|0.8|0.9|0.9|0.9
o     m: -|-|-|-|-|
n     b       Na+: 0.9|1.9|2.4|2.6|2.6|2.4
e      i: -|-|-|-|-|
s      o       H+: -|-|-|-|-|-
% Na/T: 2.9|4.1|5.6|-|6.7|6.7
Equivalente de humedad (%): 32.00|53.00|53.04|52.74|48.90|43.59
P asimilable (ppm): 9.17|4.35|3.69|1.69|1.69|1.69
