er769c: -|-|-|-|-|
NÂº 				de registro: 5134|5135|5136|5137|5138|5139
Horizonte: Ap/A11|A12|A3|B21t|B22t|B3
Profundidad 				(cm): 00-22|22-38|38-60|60-92|92-130|+ 				130
Mat.orgÃ¡nica 				(%): 2.89|2.69|2.38|1.40|0.95|0.58
N 				(%): 0.13|0.12|0.10|0.06|N.D.|0.03
C/N: 13|13|13|13|N.D.|10
: -|-|-|-|-|
CO3Ca 				(%): -|-|-|-|-|-
pH 				H2O: 6.1|6.0|6.1|6.5|6.9|6.8
pH 				ClK: 5.1|5.1|5.0|5.2|5.5|5.3
Capacidad 				de intercambio catiÃ³nico (m.e./100 g) = Valor 				T: 23.00|25.80|26.30|31.40|33.80|27.80
d 				      Ca ++: 15.20|17.60|17.90|23.00|25.80|22.40
C 				    e: -|-|-|-|-|
a 				             Mg++: 2.90|2.80|3.00|2.90|2.20|1.80
t 				     C: -|-|-|-|-|
i 				      a       K+: 2.00|2.05|2.20|2.50|3.00|1.90
o 				    m: -|-|-|-|-|
n 				    b       Na+: 0.43|0.50|0.31|0.50|0.62|0.20
e 				     i: -|-|-|-|-|
s 				     o       H+: 2.25|2.25|2.25|1.80|1.70|1.30
% 				Na/T: 1.87|1.94|1.18|1.59|1.83|0.72
: -|-|-|-|-|
Equivalente 				de humedad (%): -|-|-|-|-|-
P 				asimilable (P2O5): -|-|-|-|-|-
