er651c: -|-|-|-|-|
NÂ° de registro: 6302|6303|6304|6305|6306|6307
Horizonte: A1|B21t|B22t|B23t|B3ca|Cca
Profundidad  (cm: 05-18|21-30|35-40|52-76|85-93|95-110
Mat.orgÃ¡nica (%): 8.05|3.04|1.07|0.98|0.67|045
N (%): 0.355|0.150|0.084|0.054|0.037|0.024
C/N: 12|10|7|8|10|10
T      					                  <2 Âµ: 37.95|50.51|50.81|47.89|39.85|39.63
E                      					2-20 Âµ: 21.34|21.75|24.58|22.40|20.84|21.63
X                     					2-50 Âµ: 67.96|46.78|46.27|48.55|56.12|57.71
T                  50-100 					Âµ: 1.96|1.31|1.46|1.85|1.36|2.09
U               100-500 Âµ: 2.02|1.38|1.42|0.50|2.65|0.56
R              500-1000 Âµ: 0.13|0.02|0.04|0.21|0.02|0.01
A           1000-2000 Âµ: -|-|-|-|-|-
CO3Ca 					(%): 0.50|-|-|-|12.30|13.90
pH H2O: 6.5|6.7|6.8|7.1|8.0|8.1
pH ClK: 5.6|5,6|5.9|6.1|7.1|7.1
C.E. mmhos/cm: 0.524|0.435|0.385|0.385|0.570|0.754
Capacidad de intercambio 					catiÃ³nico (m.e./100 g) =  Valor T: 41.94|49.01|48.80|46.60|41.60|41.80
Na/T %: 1.55|4.07|3.65|4.29|5.17|6.75
Equivalente de humedad 					(%): 34.11|45.58|45.74|43.55|36.07|36.06
P. asimilable (ppm): 29.84|3.64|-|-|-|
