314_c_inta_castelar: -|-|-|-|-|
NÂ° 				de registro: -|-|-|-|-|
Horizonte: A1|IIB21t|IIB22t|IIIC1|IVC2|VC3
Profundidad 				(cm): 5-10|20-40|58-74|82-94|110-118|130-160
Mat. 				orgÃ¡nica (%): 3.9|1.3|0.56|-|-|-
C 				(%): 2.28|0.72|0.33|-|-|-
N 				(%): 0.273|0.112|0.060|-|-|-
C/N: 8|6|5|-|-|-
T 				                                   <2 Âµ: 35.3|57.6|56.8|51.7|18.4|7.2
E 				                                2-20 Âµ: 28.4|22.2|24.9|23.1|4.3|3.0
X 				                               2-50 Âµ: 42.5|34.3|37.8|40.2|8.8|5.7
T 				                             50-74 Âµ: 1.5|0.5|0.3|0.2|2.4|0.9
U 				                          74-100 Âµ: 1.3|0.7|0.3|0.3|4.2|2.6
R 				                        100-250 Âµ: 15.3|5.5|3.5|4.9|56.0|70.5
A 				                        250-500 Âµ: 3.8|1.3|1.3|2.0|9.3|11.9
500-1000 Âµ: 0.3|0.1|-|0.7|0.9|1.2
1000-2000 Âµ: -|-|-|-|-|-
: -|-|-|-|-|
CO3Ca 				(%): -|-|-|-|-|-
Equivalente 				de humedad  (%): 31.6|51.0|52.5|54.1|18.0|2.5
Resistencia 				de la pasta (Ohms/cm): 3875|789|373|488|1248|43768
pH 				en pasta: 5.0|6.0|5.7|5.7|6.1|7.5
pH 				en agua (1:2,5): 5.7|6.8|6.3|6.6|7.4|7.8
pH 				en KCl (1:2,5): 3.9|4.9|5.2|5.1|5.1|6.0
Conductividad 				(mmhos/cm): -|2.36|11.01|6.39|-|-
Mg++: 5.2|12.5|11.5|10.6|2.7|1.25
Na+: 0.7|4.7|6.0|6.6|1.2|0.20
K+: 0.6|1.0|0.8|0.7|0.2|0.05
H+: 14.7|10.4|10.7|10.2|2.2|0.40
Na+ 				% del valor T: 6|16|17|22|18|9
Suma 				de bases, m.e./100 gr (S): 11.5|26.8|32.4|25.9|6.2|2.45
C.I.C., 				m.e./100 gr (T): 21.1|30.2|35.9|30.2|6.8|2.25
SaturaciÃ³n 				con bases, (%) (S/T): 55|89|90|86|91|100
