er7117c: -|-|-|-|-|
NÂº de registro: 1720|1721|1722|1723|1724|1725
Horizonte: Ap|A12|B21t|B22t|B3ca|Cca
Profundidad (cm): 02-12|17-25|38-50|60-80|89-98|105-115
Mat.orgÃ¡nica (%): 5.22|4.23|3.46|1.90|0.78|0.49
N (%): 0.15|0.17|0.12|0.07|0.04|0.02
C/N: 20|14|16|14|12|14
: -|-|-|-|-|
CO3Ca (%): 0.0|0.0|0.0|0.0|7.28|8.72
pH H2O: 6.6|6.5|6.6|7.7|8.2|8.3
pH ClK: 6.2|5.9|5.8|6.8|7.1|7.1
Capacidad de intercambio 				catiÃ³nico (m.e./100 g) =  Valor T: 34.6|N.D.|43.6|45.1|40.0|38.3
: -|-|-|-|-|
d       Ca ++: 25.1|26.3|29.5|N.D.|N.D.|N.D.
C     e: -|-|-|-|-|
a              Mg++: 2.4|2.0|4.8|N.D.|N.D.|N.D.
t      C: -|-|-|-|-|
i       a       K+: 1.1|0.9|0.9|1.0|0.9|0.9
o     m: -|-|-|-|-|
n     b       Na+: 0.7|0.6|1.0|1.4|1.5|1.6
e      i: -|-|-|-|-|
s      o       H+: -|-|-|-|-|-
% Na/T: 1.7|-|2.3|3.1|3.7|4.2
Equivalente de humedad (%): 32.6|34.8|45.9|52.3|48.2|43.4
P asimilable (ppm): 42.0|8.4|4.3|3.6|3.0|1.7
