er186c||||
NÂº 				de registro|7216|7217|7218|7219
Horizonte|A11|A12|B21|B22
Profundidad 				(cm)|02-10|14-20|27-40|52-64
Materia 				orgÃ¡nica (%)|6.64|1.40|0.82|0.80
N 				(%)|0.34|0.08|0.08|0.07
C/N|11|9|6|6
T 				                     < 2 Î¼|44.75|43.55|49.55|49.55
E 				                   2-20 Î¼|35.94|36.97|31.91|31.00
X 				                   2-50 Î¼|53.27|56.29|50.04|49.05
T 				               50-100 Î¼|0.11|0.03|0.03|0.03
U 				             100-500 Î¼|1.62|0.13|0.36|0.39
R 				           500-1000 Î¼|0.06|-|0.02|0.55
A 				         1000-2000 Î¼|0.19|-|-|-
||||
CO3Ca 				(%)|0.00|0.00|0.00|0.00
pH 				H2O|6.6|7.9|8.2|8.2
pH 				ClK|5.7|6.8|7.3|7.2
CE 				(mmhos/cm)|2.05|2.43|2.58|2.34
Capacidad 				de intercambio  catiÃ³nico 				(m.e./100 g) =  valor 				T|45.80|42.99|47.00|45.70
d 				    Ca++|35.60|36.90|34.60|33.60
C 				 e||||
a 				         Mg++|6.9|5.9|7.5|7.6
t 				   c||||
i 				   a     K+|1.70|1.69|2.30|1.93
o 				  m||||
n 				  b     Na+|1.50|1.45|2.50|2.50
e 				  i||||
s 				  o     H+|-|-|-|-
||||
% 				Na/T|3.3|3.4|5.3|5.4
||||
Equivalente 				de humedad (%)|46.09|46.02|48.00|48.59
FÃ³sforo 				asimilable (ppm)|-|-|-|-
